"","title","type","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"4612","Clark","SHOW",2022,"TV-MA",61,"['thriller', 'action', 'comedy', 'crime', 'drama']","['SE']",1,7.4,7958,14.127,6.9,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4613","Farzar","SHOW",2022,"TV-MA",27,"['scifi', 'animation', 'action', 'comedy']","['US']",1,5.3,929,47.136,6.5,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"4617","Pacific Rim: The Black","SHOW",2021,"TV-14",24,"['scifi', 'animation', 'action']","['US']",2,7,5175,50.254,8.333,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"4619","Inside Job","SHOW",2021,"TV-MA",28,"['comedy', 'animation', 'fantasy', 'scifi']","['US']",2,7.6,16616,42.395,8.2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"4621","Iron Chef: Quest for an Iron Legend","SHOW",2022,"TV-G",48,"['reality']","['US']",1,7.1,382,4.182,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4622","First Class","SHOW",2022,"",43,"['reality']","['ES']",1,2.8,94,7.79,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4623","Two Summers","SHOW",2022,"TV-PG",46,"['thriller', 'drama']","['BE']",1,6.8,2867,39.696,6.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4624","She Would Never Know","SHOW",2021,"TV-14",64,"['drama', 'romance']","['KR']",1,7.5,743,34.287,8.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4626","The Hidden Lives of Pets","SHOW",2022,"",32,"['documentation']","['GB']",1,7.4,339,7.588,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4627","Dead End: Paranormal Park","SHOW",2022,"TV-Y7",27,"['animation']","['GB']",1,NA,NA,26.566,8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"4630","Bad Vegan: Fame. Fraud. Fugitives.","SHOW",2022,"TV-MA",52,"['documentation', 'crime']","['US']",1,5.8,6134,3.403,5.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4631","Cowboy Bebop","SHOW",2021,"TV-MA",45,"['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime']","['US']",1,6.6,35427,17.479,6.8,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"4632","The Cuphead Show!","SHOW",2022,"TV-Y7",15,"['animation', 'comedy', 'family', 'fantasy', 'action']","['US']",2,7.4,6513,96.8,8,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"4633","Hellbound","SHOW",2021,"TV-MA",52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']","['KR']",1,6.6,23099,193.725,7.6,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"4637","The Beauty Queen of Jerusalem","SHOW",2021,"TV-MA",30,"['drama']","['IL']",3,7.1,337,11.854,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4638","Intimacy","SHOW",2022,"TV-MA",48,"['crime', 'drama', 'thriller']","['ES']",1,6.8,1674,19.965,6.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4640","In from the Cold","SHOW",2022,"TV-MA",49,"['drama', 'scifi', 'thriller', 'action', 'crime']","['US']",1,6.2,7047,13.736,7.5,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"4641","Brand New Cherry Flavor","SHOW",2021,"TV-MA",43,"['thriller', 'drama', 'horror', 'scifi']","['US']",1,7.1,15028,57.609,6.9,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"4643","The G Word with Adam Conover","SHOW",2022,"TV-MA",30,"['documentation', 'comedy']","['US']",1,6.7,682,4.603,5.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4647","Sex/Life","SHOW",2021,"TV-MA",47,"['comedy', 'drama', 'romance']","['US']",2,5.4,20549,165.068,7.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4651","True Story","SHOW",2021,"TV-MA",39,"['drama', 'thriller', 'comedy', 'crime']","['US']",1,7.4,17567,42.104,7.2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4652","The Guardians of Justice","SHOW",2022,"TV-MA",29,"['action', 'scifi']","['US']",1,NA,NA,55.768,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"4657","Clickbait","SHOW",2021,"TV-MA",46,"['crime', 'drama', 'thriller']","['US', 'AU']",1,7.2,51476,40.623,7.644,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4658","Murder Among the Mormons","SHOW",2021,"TV-14",53,"['documentation', 'crime', 'history']","['US']",1,7,6309,6.871,7.3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4659","Wrong Side of the Tracks","SHOW",2021,"TV-MA",71,"['action', 'crime', 'drama', 'thriller']","['ES']",2,6.7,1671,27.824,5.7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4661","Love on the Spectrum U.S.","SHOW",2022,"TV-14",41,"['reality', 'documentation', 'romance']","['US']",1,8.2,1097,2.852,6.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"4662","Komi Can't Communicate","SHOW",2021,"TV-14",24,"['drama', 'animation', 'comedy', 'romance']","['JP']",2,7.8,5462,132.754,8.253,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"4663","The Silent Sea","SHOW",2021,"TV-MA",45,"['scifi', 'thriller', 'horror', 'drama']","['KR']",1,6.9,19592,94.568,8,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"4664","The Chestnut Man","SHOW",2021,"TV-MA",55,"['crime', 'drama', 'thriller']","['DK']",1,7.7,42817,49.565,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4665","Firefly Lane","SHOW",2021,"TV-MA",50,"['drama', 'romance']","['US']",1,7.4,20748,9.959,7.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4674","The 7 Lives of Lea","SHOW",2022,"TV-MA",45,"['drama', 'thriller', 'fantasy', 'crime']","['FR']",1,7.5,2684,12.437,7.1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"4680","The Chair","SHOW",2021,"TV-MA",30,"['drama', 'comedy']","['US']",1,7.2,16331,6.775,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4681","Attenborough's Life in Colour","SHOW",2021,"TV-PG",51,"['documentation']","['GB']",1,8.2,3238,6.232,7.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4682","Hurts Like Hell","SHOW",2022,"TV-MA",50,"['drama', 'sport']","['TH']",1,8.4,83,8.413,9.071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4686","The Serpent","SHOW",2021,"TV-MA",57,"['crime', 'drama', 'thriller']","['GB']",1,7.6,42371,12.904,7.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4688","jeen-yuhs","SHOW",2022,"TV-MA",93,"['documentation', 'music']","['US']",1,8,8319,3.852,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4689","Turning Point: 9/11 and the War on Terror","SHOW",2021,"TV-14",62,"['war', 'history', 'documentation']","['US']",1,8,9132,7.209,7.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4690","The Perfect Mother","SHOW",2022,"TV-MA",49,"['drama', 'thriller']","['FR', 'DE']",1,5.9,845,14.164,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4692","Human Resources","SHOW",2022,"TV-MA",27,"['animation', 'comedy', 'romance']","['US']",1,7.2,5579,21.344,6.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"4694","My Name","SHOW",2021,"TV-MA",50,"['thriller', 'action', 'crime', 'drama']","['KR']",1,7.8,19737,86.286,8.3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4699","Welcome to Eden","SHOW",2022,"TV-MA",41,"['action', 'scifi', 'drama', 'thriller']","['ES', 'KN']",1,5.4,4145,198.535,7.3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"4700","Maya and the Three","SHOW",2021,"TV-Y7",131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']","['MX']",1,8.1,3780,51.341,7.8,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"4702","The Andy Warhol Diaries","SHOW",2022,"TV-MA",66,"['documentation']","['US']",1,7.7,1844,1.844,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4705","Who Killed Sara?","SHOW",2021,"TV-MA",41,"['drama', 'crime', 'thriller']","['MX']",3,6.4,13960,119.334,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4707","Young Royals","SHOW",2021,"TV-MA",45,"['drama', 'romance']","['SE']",2,8.3,29025,43.342,8.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4708","Halston","SHOW",2021,"TV-MA",47,"['drama']","['US']",1,7.5,14681,18.504,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4710","Anxious People","SHOW",2021,"TV-MA",29,"['crime', 'drama', 'comedy']","['SE']",1,6.8,3913,3.126,6.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4714","Jupiter's Legacy","SHOW",2021,"TV-MA",45,"['scifi', 'action', 'drama', 'thriller', 'fantasy']","['US']",1,6.7,37848,59.076,7.3,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"4716","Hold Tight","SHOW",2022,"TV-MA",47,"['crime', 'drama', 'thriller']","['PL']",1,6.1,2288,6.901,7.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4719","The Innocent","SHOW",2021,"TV-MA",58,"['thriller', 'drama', 'crime']","['ES']",1,7.8,29670,15.042,7.8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4724","Yakamoz S-245","SHOW",2022,"TV-MA",48,"['scifi', 'drama', 'action', 'thriller']","['TR']",1,6.1,5789,13.009,7.2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"4725","Hit & Run","SHOW",2021,"TV-MA",44,"['drama', 'action', 'thriller', 'crime']","['IL']",1,7,8602,20.178,7.5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4726","Midnight at the Pera Palace","SHOW",2022,"TV-14",44,"['thriller', 'drama', 'history']","['TR']",1,7,7377,5.849,6.9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"4727","The Puppet Master: Hunting the Ultimate Conman","SHOW",2022,"TV-MA",42,"['documentation', 'crime']","['GB']",1,7,6370,6.409,6.564,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4731","VOIR","SHOW",2021,"TV-MA",20,"['documentation']","['US']",1,6.8,1323,1.35,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4733","Business Proposal","SHOW",2022,"TV-14",61,"['drama', 'romance', 'comedy']","['KR']",1,8.1,7806,183.465,8.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4738","Remarriage & Desires","SHOW",2022,"TV-14",62,"['drama']","['KR']",1,7.2,459,56.948,7.667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4739","Fate: The Winx Saga","SHOW",2021,"TV-MA",50,"['scifi', 'drama', 'fantasy', 'action']","['US']",2,6.8,39519,97.114,8.373,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"4741","Masters of the Universe: Revelation","SHOW",2021,"TV-PG",26,"['family', 'fantasy', 'scifi', 'action', 'drama', 'animation', 'comedy']","['US']",2,5.3,26422,26.04,6.8,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"4743","Gabby's Dollhouse","SHOW",2021,"TV-Y",24,"['animation', 'comedy', 'family', 'fantasy']","['US']",4,7,379,15.275,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"4744","Tomorrow","SHOW",2022,"TV-14",61,"['drama', 'fantasy', 'action', 'comedy']","['KR']",1,7.7,8564,30.75,8.582,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"4746","Heist","SHOW",2021,"TV-MA",43,"['crime', 'documentation']","['US']",1,6.8,1748,5.935,6.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4748","My Liberation Notes","SHOW",2022,"TV-MA",68,"['drama', 'family', 'romance']","['KR']",1,8.4,1400,16.528,8.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"4749","Feria: The Darkest Light","SHOW",2022,"TV-MA",50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","['ES']",1,5.7,1532,12.612,6.8,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"4750","Surviving Summer","SHOW",2022,"TV-PG",28,"['drama', 'family']","['DE', 'AU']",1,6.3,1433,10.719,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"4752","The Principles of Pleasure","SHOW",2022,"TV-MA",51,"['documentation']","['US']",1,5.7,1121,4.446,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4756","Night Stalker: The Hunt for a Serial Killer","SHOW",2021,"TV-MA",47,"['documentation', 'crime', 'thriller']","['US']",1,7.5,24892,15.428,7.4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4758","How to Become a Tyrant","SHOW",2021,"TV-MA",27,"['documentation', 'war', 'history']","['US']",1,7.4,8484,11.324,7.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"4759","Cracow Monsters","SHOW",2022,"TV-MA",52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']","['PL']",1,5.5,1694,119.993,6.9,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"4761","Worst Roommate Ever","SHOW",2022,"TV-MA",47,"['crime', 'documentation', 'drama', 'thriller']","['US']",1,8.1,8,4.457,6.9,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4764","Change Days","SHOW",2021,"TV-PG",64,"['reality']","['KR']",2,NA,NA,13.24,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4765","Vampire in the Garden","SHOW",2022,"TV-14",26,"['drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller']","['JP']",1,6.7,848,7.973,7.8,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"4766","Ginny & Georgia","SHOW",2021,"TV-14",54,"['drama', 'comedy']","['US']",1,7.4,46343,71.27,8.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4769","Conversations with a Killer: The John Wayne Gacy Tapes","SHOW",2022,"TV-MA",61,"['documentation', 'crime']","['US']",1,7.1,6665,94.08,7.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4770","Catching Killers","SHOW",2021,"TV-MA",41,"['crime', 'documentation']","['US']",2,7.1,3250,12.506,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4771","Chosen","SHOW",2022,"TV-MA",41,"['scifi', 'drama', 'thriller']","['DK']",1,4.3,1246,7.199,6.584,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"4773","Country Queen","SHOW",2022,"TV-MA",60,"['drama']","['KE']",1,NA,NA,12.067,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4776","Is It Cake?","SHOW",2022,"TV-PG",39,"['reality']","['US']",1,5.7,2411,3.846,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4777","The Girl from Oslo","SHOW",2021,"",33,"['drama', 'thriller']","['NO']",1,6.3,3141,9.423,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4778","The Way of the Househusband","SHOW",2021,"TV-MA",18,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']","['JP']",1,7.3,3724,20.159,8.591,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"4779","Twenty Five Twenty One","SHOW",2022,"TV-14",76,"['drama', 'romance']","['KR']",1,8.7,5746,57.97,8.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4780","The Billion Dollar Code","SHOW",2021,"TV-MA",67,"['drama', 'crime', 'thriller']","['DE']",1,8,8164,11.997,8.2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4782","No Regrets In Life","SHOW",2022,"",71,"['drama', 'romance']","['TW']",1,NA,NA,11.617,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4785","Glória","SHOW",2021,"TV-MA",44,"['drama', 'history', 'thriller']","['PT']",1,7.9,4126,5.98,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"4787","The One","SHOW",2021,"TV-MA",42,"['drama', 'scifi', 'thriller', 'crime', 'action']","['GB']",1,6.6,12552,13.554,6.9,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"4792","Hard Cell","SHOW",2022,"TV-MA",26,"['comedy', 'documentation', 'sport']","['US', 'GB']",1,6.2,1568,2.936,5.8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4795","Gone for Good","SHOW",2021,"TV-MA",49,"['drama', 'thriller', 'crime']","['FR']",1,6.3,4083,4.375,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4796","This Is a Robbery: The World's Biggest Art Heist","SHOW",2021,"TV-MA",53,"['crime', 'documentation', 'history']","['US']",1,6.5,4328,5.515,6.9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4799","Crime Scene: The Vanishing at the Cecil Hotel","SHOW",2021,"TV-MA",55,"['documentation', 'crime', 'thriller']","['US']",1,5.9,16799,18.971,7.2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4801","Record of Ragnarok","SHOW",2021,"TV-MA",24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']","['JP']",2,6.2,4923,168.41,8.629,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"4803","Jimmy Savile: A British Horror Story","SHOW",2022,"TV-MA",85,"['documentation', 'crime']","['GB']",1,6.7,6536,3.341,6.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4808","The Marked Heart","SHOW",2022,"TV-MA",44,"['thriller', 'drama']","['CO']",2,6.4,1824,273.963,8.074,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4809","New Heights","SHOW",2021,"TV-MA",48,"['drama']","['CH']",1,6.7,525,8.664,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4810","Life After Death with Tyler Henry","SHOW",2022,"TV-MA",43,"['reality']","['US']",1,5.9,913,2.222,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4811","That’s My Time with David Letterman","SHOW",2022,"TV-MA",18,"['comedy']","['US']",1,6.7,140,1.868,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4812","Pretend It's a City","SHOW",2021,"TV-14",29,"['comedy', 'documentation']","['US']",1,8.1,7296,3.576,7.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4814","Q-Force","SHOW",2021,"TV-MA",27,"['animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi']","['US']",1,6.3,5294,10.637,7.2,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"4818","That Girl Lay Lay","SHOW",2021,"TV-G",22,"['comedy']","['US']",2,3.6,254,5.946,9.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4820","Blue Period","SHOW",2021,"TV-14",25,"['animation', 'drama']","['JP']",1,7.7,1956,8.106,7.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"4821","Kotaro Lives Alone","SHOW",2022,"TV-14",27,"['animation', 'drama', 'comedy']","['JP']",1,8.4,2281,13.897,6.9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"4822","The Sound of Magic","SHOW",2022,"TV-14",69,"['scifi', 'drama', 'fantasy', 'music']","['KR']",1,7.7,2783,117.687,7.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"4825","Baki Hanma","SHOW",2021,"TV-MA",25,"['animation', 'action', 'drama', 'sport', 'thriller']","['JP']",2,6.6,1685,211.093,8.049,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
"4827","Super Crooks","SHOW",2021,"TV-MA",30,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']","['JP']",1,7.1,2254,6.317,7.2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"4829","Our Beloved Summer","SHOW",2021,"TV-14",61,"['comedy', 'drama']","['KR']",1,NA,NA,17.209,8.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4832","Mom, Don't Do That!","SHOW",2022,"TV-MA",53,"['comedy', 'drama', 'romance']","['TW']",1,6.5,87,116.074,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4836","Vincenzo","SHOW",2021,"",81,"['action', 'drama', 'comedy', 'crime', 'romance']","['KR']",1,8.4,16358,50.764,8.8,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"4840","Sophie: A Murder in West Cork","SHOW",2021,"TV-14",55,"['documentation', 'crime', 'thriller', 'history']","['GB']",1,6.8,5234,6.016,6.5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"4842","He-Man and the Masters of the Universe","SHOW",2021,"TV-Y7",25,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US']",3,5.8,1679,22.627,7.078,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"4844","The Ultimatum: Marry or Move On","SHOW",2022,"TV-MA",49,"['reality']","['US']",1,5.4,1759,2.696,6.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4845","Katla","SHOW",2021,"TV-MA",46,"['drama', 'thriller', 'scifi']","['IS']",1,7,13472,52.807,7.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"4846","The Last Bus","SHOW",2022,"TV-PG",35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']","['GB']",1,5,590,3.658,8.2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"4848","Tear Along the Dotted Line","SHOW",2021,"TV-14",19,"['drama', 'comedy', 'animation']","['IT']",1,8.7,8053,24.559,8.3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"4850","Pretty Guardians Sailor Moon Eternal The Movie","SHOW",2021,"TV-14",81,"['action']","['JP']",1,NA,NA,19.654,9.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4855","Jump Like a Witch","SHOW",2022,"TV-PG",92,"['reality']","['KR']",1,NA,NA,1.62,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"4856","Trese","SHOW",2021,"TV-MA",29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']","['PH']",1,7,3803,20.878,7.4,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"4857","WWII in Color: Road to Victory","SHOW",2021,"",51,"['documentation', 'war', 'history']","['GB']",1,8.2,1684,8.514,7.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"4862","Animal","SHOW",2021,"TV-PG",46,"['documentation']","['US', 'BR']",2,7.9,1181,4.822,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4864","Hometown Cha-Cha-Cha","SHOW",2021,"TV-14",78,"['comedy', 'romance', 'drama']","['KR']",1,8.4,11060,40.151,8.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4867","History of Swear Words","SHOW",2021,"TV-MA",21,"['documentation', 'comedy']","['US']",1,6.4,4877,5.6,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4868","Ganglands","SHOW",2021,"TV-MA",46,"['action', 'crime', 'drama', 'thriller']","['FR']",1,7,2553,39.002,7.3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4870","DOTA: Dragon's Blood","SHOW",2021,"TV-MA",26,"['scifi', 'action', 'animation', 'fantasy', 'thriller']","['US']",3,7.8,17848,29.69,8,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"4872","Falling Into Your Smile","SHOW",2021,"TV-14",44,"['drama', 'comedy', 'romance']","['CN']",1,8.4,2267,39.102,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4873","The Cook of Castamar","SHOW",2021,"TV-MA",55,"['drama']","['ES']",1,7.4,3807,11.161,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4874","High-Rise Invasion","SHOW",2021,"TV-MA",26,"['thriller', 'action', 'animation', 'horror', 'scifi']","['JP']",1,6.6,2575,37.817,8.4,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"4877","Making Fun","SHOW",2022,"TV-PG",41,"['reality']","['US']",1,7.1,602,5.137,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4880","Angry Birds: Summer Madness","SHOW",2022,"TV-Y7",14,"['action', 'comedy', 'family', 'fantasy', 'animation']","['US']",2,5.8,620,17.106,7.3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"4883","School of Chocolate","SHOW",2021,"TV-PG",40,"['reality']","['US']",1,7.6,1721,2.468,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4892","Our Blues","SHOW",2022,"TV-MA",66,"['drama']","['KR']",1,8.5,1150,23.177,8.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4893","As the Crow Flies","SHOW",2022,"TV-MA",46,"['drama', 'comedy']","['TR']",1,6.3,3039,7.481,7.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
